sentence,source,class
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",yelp,positive
"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",yelp,positive
All the bread is made in-house!,yelp,positive
The only downside is the service.,yelp,negative
"Also, the fries are without a doubt the worst fries I've ever had.",yelp,negative
Service was exceptional and food was a good as all the reviews.,yelp,positive
"A couple of months later, I returned and had an amazing meal.",yelp,positive
Favorite place in town for shawarrrrrrma!!!!!!,yelp,positive
The black eyed peas and sweet potatoes... UNREAL!,yelp,positive
You won't be disappointed.,yelp,positive
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",yelp,positive
"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",yelp,negative
When my mom and I got home she immediately got sick and she only had a few bites of salad.,yelp,negative
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,yelp,negative
"Both of them were truly unbelievably good, and I am so glad we went back.",yelp,positive
"We had fantastic service, and were pleased by the atmosphere.",yelp,positive
Everything was gross.,yelp,negative
I love this place.,yelp,positive
Great service and food.,yelp,positive
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,yelp,negative
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",yelp,negative
"OMG, the food was delicioso!",yelp,positive
There is nothing authentic about this place.,yelp,negative
the spaghetti is nothing special whatsoever.,yelp,negative
"Of all the dishes, the salmon was the best, but all were great.",yelp,positive
The vegetables are so fresh and the sauce feels like authentic Thai.,yelp,positive
It's worth driving up from Tucson!,yelp,positive
The selection was probably the worst I've seen in Vegas.....there was none.,yelp,negative
Pretty good beer selection too.,yelp,positive
"This place is like Chipotle, but BETTER.",yelp,positive
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",yelp,positive
5 stars for the brick oven bread app!,yelp,positive
"I have eaten here multiple times, and each time the food was delicious.",yelp,positive
We sat another ten minutes and finally gave up and left.,yelp,negative
He was terrible!,yelp,negative
Everyone is treated equally special.,yelp,positive
It shouldn't take 30 min for pancakes and eggs.,yelp,negative
It was delicious!!!,yelp,positive
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",yelp,positive
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",yelp,negative
As always the evening was wonderful and the food delicious!,yelp,positive
Best fish I've ever had in my life!,yelp,positive
(The bathroom is just next door and very nice.),yelp,positive
The buffet is small and all the food they offered was BLAND.,yelp,negative
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,yelp,positive
Pretty cool I would say.,yelp,positive
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,yelp,negative
Server did a great job handling our large rowdy table.,yelp,positive
"I find wasting food to be despicable, but this just wasn't food.",yelp,negative
My wife had the Lobster Bisque soup which was lukewarm.,yelp,negative
Would come back again if I had a sushi craving while in Vegas.,yelp,positive
"The staff are great, the ambiance is great.",yelp,positive
He deserves 5 stars.,yelp,positive
I left with a stomach ache and felt sick the rest of the day.,yelp,negative
They dropped more than the ball.,yelp,negative
"The dining space is tiny, but elegantly decorated and comfortable.",yelp,positive
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",yelp,positive
And the beans and rice were mediocre at best.,yelp,negative
Best tacos in town by far!!,yelp,positive
I took back my money and got outta there.,yelp,negative
"In an interesting part of town, this place is amazing.",yelp,positive
RUDE & INCONSIDERATE MANAGEMENT.,yelp,negative
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",yelp,negative
I won't be back.,yelp,negative
They have great dinners.,yelp,positive
The service was outshining & I definitely recommend the Halibut.,yelp,positive
The food was terrible.,yelp,negative
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,yelp,negative
I don't recommend unless your car breaks down in front of it and you are starving.,yelp,negative
I will come back here every time I'm in Vegas.,yelp,positive
This place deserves one star and 90% has to do with the food.,yelp,negative
This is a disgrace.,yelp,negative
Def coming back to bowl next time,yelp,positive
"If you want healthy authentic or ethic food, try this place.",yelp,positive
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,yelp,positive
"I have been here several times in the past, and the experience has always been great.",yelp,positive
We walked away stuffed and happy about our first Vegas buffet experience.,yelp,positive
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,yelp,positive
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",yelp,positive
I'm probably one of the few people to ever go to Ians and not like it.,yelp,negative
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,yelp,positive
Service is perfect and the family atmosphere is nice to see.,yelp,positive
Cooked to perfection and the service was impeccable.,yelp,positive
This one is simply a disappointment.,yelp,negative
"Overall, I was very disappointed with the quality of food at Bouchon.",yelp,negative
I don't have to be an accountant to know I'm getting screwed!,yelp,negative
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",yelp,positive
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,yelp,positive
Left very frustrated.,yelp,negative
I'll definitely be in soon again.,yelp,positive
Food was really good and I got full petty fast.,yelp,positive
Service was fantastic.,yelp,positive
TOTAL WASTE OF TIME.,yelp,negative
I don't know what kind it is but they have the best iced tea.,yelp,positive
"Come hungry, leave happy and stuffed!",yelp,positive
"For service, I give them no stars.",yelp,negative
I can assure you that you won't be disappointed.,yelp,positive
I can take a little bad service but the food sucks.,yelp,negative
Gave up trying to eat any of the crust (teeth still sore).,yelp,negative
But now I was completely grossed out.,yelp,negative
I really enjoyed eating here.,yelp,positive
First time going but I think I will quickly become a regular.,yelp,positive
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",yelp,positive
From what my dinner companions told me...everything was very fresh with nice texture and taste.,yelp,positive
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",yelp,negative
"Furthermore, you can't even find hours of operation on the website!",yelp,negative
We've tried to like this place but after 10+ times I think we're done with them.,yelp,negative
What a mistake that was!,yelp,negative
No complaints!,yelp,positive
This is some seriously good pizza and I'm an expert/connisseur on the topic.,yelp,positive
Waiter was a jerk.,yelp,negative
"Strike 2, who wants to be rushed.",yelp,negative
These are the nicest restaurant owners I've ever come across.,yelp,positive
I never come again.,yelp,negative
We loved the biscuits!!!,yelp,positive
Service is quick and friendly.,yelp,positive
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,yelp,negative
So absolutley fantastic.,yelp,positive
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,yelp,negative
definitely will come back here again.,yelp,positive
I like Steiners because it's dark and it feels like a bar.,yelp,positive
Wow very spicy but delicious.,yelp,positive
"If you're not familiar, check it out.",yelp,positive
I'll take my business dinner dollars elsewhere.,yelp,negative
I'd love to go back.,yelp,positive
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",yelp,positive
Nothing special.,yelp,negative
Each day of the week they have a different deal and it's all so delicious!,yelp,positive
"Not to mention the combination of pears, almonds and bacon is a big winner!",yelp,positive
Will not be back.,yelp,negative
Sauce was tasteless.,yelp,negative
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",yelp,positive
My ribeye steak was cooked perfectly and had great mesquite flavor.,yelp,positive
I don't think we'll be going back anytime soon.,yelp,negative
Food was so gooodd.,yelp,positive
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,yelp,negative
I was so insulted.,yelp,negative
The last 3 times I had lunch here has been bad.,yelp,negative
The chicken wings contained the driest chicken meat I have ever eaten.,yelp,negative
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",yelp,positive
Nargile - I think you are great.,yelp,positive
Best tater tots in the southwest.,yelp,positive
We loved the place.,yelp,positive
Definitely not worth the $3 I paid.,yelp,negative
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,yelp,positive
Im in AZ all the time and now have my new spot.,yelp,positive
The manager was the worst.,yelp,negative
The inside is really quite nice and very clean.,yelp,positive
The food was outstanding and the prices were very reasonable.,yelp,positive
I don't think I'll be running back to Carly's anytime soon for food.,yelp,negative
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",yelp,negative
"Love the margaritas, too!",yelp,positive
This was my first and only Vegas buffet and it did not disappoint.,yelp,positive
"Very good, though!",yelp,positive
The one down note is the ventilation could use some upgrading.,yelp,negative
Great pork sandwich.,yelp,positive
Don't waste your time here.,yelp,negative
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",yelp,negative
"Third, the cheese on my friend's burger was cold.",yelp,negative
We enjoy their pizza and brunch.,yelp,positive
The steaks are all well trimmed and also perfectly cooked.,yelp,positive
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,yelp,positive
I LOVED it!,yelp,positive
We asked for the bill to leave without eating and they didn't bring that either.,yelp,negative
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",yelp,positive
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,yelp,negative
The selection of food was not the best.,yelp,negative
Delicious and I will absolutely be back!,yelp,positive
"This isn't a small family restaurant, this is a fine dining establishment.",yelp,positive
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,yelp,positive
I dont think I will be back for a very long time.,yelp,negative
"It was attached to a gas station, and that is rarely a good sign.",yelp,negative
How awesome is that.,yelp,positive
I will be back many times soon.,yelp,positive
The menu had so much good stuff on it i could not decide!,yelp,positive
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",yelp,negative
CONCLUSION: Very filling meals.,yelp,positive
Their daily specials are always a hit with my group.,yelp,positive
And then tragedy struck.,yelp,negative
The pancake was also really good and pretty large at that.,yelp,positive
"This was my first crawfish experience, and it was delicious!",yelp,positive
Their monster chicken fried steak and eggs is my all time favorite.,yelp,positive
Waitress was sweet and funny.,yelp,positive
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",yelp,positive
"I'd rather eat airline food, seriously.",yelp,negative
Cant say enough good things about this place.,yelp,positive
The ambiance was incredible.,yelp,positive
The waitress and manager are so friendly.,yelp,positive
I would not recommend this place.,yelp,negative
Overall I wasn't very impressed with Noca.,yelp,negative
My gyro was basically lettuce only.,yelp,negative
Terrible service!,yelp,negative
Thoroughly disappointed!,yelp,negative
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",yelp,positive
"Give it a try, you will be happy you did.",yelp,positive
By far the BEST cheesecurds we have ever had!,yelp,positive
Reasonably priced also!,yelp,positive
Everything was perfect the night we were in.,yelp,positive
The food is very good for your typical bar food.,yelp,positive
it was a drive to get there.,yelp,negative
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",yelp,positive
"Anyway, I do not think i will go back there.",yelp,negative
"Point your finger at any item on the menu, order it and you won't be disappointed.",yelp,positive
"Oh this is such a thing of beauty, this restaurant.",yelp,positive
If you haven't gone here GO NOW!,yelp,positive
"A greasy, unhealthy meal.",yelp,negative
first time there and might just be the last.,yelp,negative
Those burgers were amazing.,yelp,positive
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",yelp,negative
And it was way to expensive.,yelp,negative
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",yelp,positive
This was my first time and I can't wait until the next.,yelp,positive
The bartender was also nice.,yelp,positive
Everything was good and tasty!,yelp,positive
This place is two thumbs up....way up.,yelp,positive
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",yelp,positive
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",yelp,positive
Terrible management.,yelp,negative
An excellent new restaurant by an experienced Frenchman.,yelp,positive
If there were zero stars I would give it zero stars.,yelp,negative
"Great steak, great sides, great wine, amazing desserts.",yelp,positive
Worst martini ever!,yelp,negative
The steak and the shrimp are in my opinion the best entrees at GC.,yelp,positive
I had the opportunity today to sample your amazing pizzas!,yelp,positive
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,yelp,negative
The yellowtail carpaccio was melt in your mouth fresh.,yelp,positive
I won't try going back there even if it's empty.,yelp,negative
"No, I'm going to eat the potato that I found some strangers hair in it.",yelp,negative
Just spicy enough.. Perfect actually.,yelp,positive
Last night was my second time dining here and I was so happy I decided to go back!,yelp,positive
"not even a ""hello, we will be right with you.""",yelp,negative
The desserts were a bit strange.,yelp,negative
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,yelp,positive
"I really do recommend this place, you can go wrong with this donut place!",yelp,positive
Nice ambiance.,yelp,positive
I would recommend saving room for this!,yelp,positive
I guess maybe we went on an off night but it was disgraceful.,yelp,negative
"However, my recent experience at this particular location was not so good.",yelp,negative
"I know this is not like the other restaurants at all, something is very off here!",yelp,negative
AVOID THIS ESTABLISHMENT!,yelp,negative
I think this restaurant suffers from not trying hard enough.,yelp,negative
All of the tapas dishes were delicious!,yelp,positive
I *heart* this place.,yelp,positive
My salad had a bland vinegrette on the baby greens and hearts of Palm.,yelp,negative
After two I felt disgusting.,yelp,negative
A good time!,yelp,positive
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,yelp,positive
Generous portions and great taste.,yelp,positive
I will never go back to this place and will never ever recommended this place to anyone!,yelp,negative
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",yelp,negative
Food was delicious!,yelp,positive
AN HOUR... seriously?,yelp,negative
I consider this theft.,yelp,negative
Eew... This location needs a complete overhaul.,yelp,negative
We recently witnessed her poor quality of management towards other guests as well.,yelp,negative
Waited and waited and waited.,yelp,negative
"He also came back to check on us regularly, excellent service.",yelp,positive
Our server was super nice and checked on us many times.,yelp,positive
"The pizza tasted old, super chewy in not a good way.",yelp,negative
I swung in to give them a try but was deeply disappointed.,yelp,negative
Service was good and the company was better!,yelp,positive
The staff are also very friendly and efficient.,yelp,positive
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",yelp,positive
Boy was that sucker dry!!.,yelp,negative
Over rated.,yelp,negative
"If you look for authentic Thai food, go else where.",yelp,negative
Their steaks are 100% recommended!,yelp,positive
After I pulled up my car I waited for another 15 minutes before being acknowledged.,yelp,negative
Great food and great service in a clean and friendly setting.,yelp,positive
"All in all, I can assure you I'll be back.",yelp,positive
I hate those things as much as cheap quality black olives.,yelp,negative
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",yelp,positive
The kids play area is NASTY!,yelp,negative
Great place fo take out or eat in.,yelp,positive
The waitress was friendly and happy to accomodate for vegan/veggie options.,yelp,positive
OMG I felt like I had never eaten Thai food until this dish.,yelp,positive
"It was extremely ""crumby"" and pretty tasteless.",yelp,negative
It was a pale color instead of nice and char and has NO flavor.,yelp,negative
The croutons also taste homemade which is an extra plus.,yelp,positive
I got home to see the driest damn wings ever!,yelp,negative
It'll be a regular stop on my trips to Phoenix!,yelp,positive
I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,yelp,positive
Not good for the money.,yelp,negative
I miss it and wish they had one in Philadelphia!,yelp,positive
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",yelp,negative
They also have the best cheese crisp in town.,yelp,positive
"Good value, great food, great service.",yelp,positive
Couldn't ask for a more satisfying meal.,yelp,positive
The food is good.,yelp,positive
It was awesome.,yelp,positive
I just wanted to leave.,yelp,negative
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,yelp,positive
I will not be eating there again.,yelp,negative
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,yelp,negative
I checked out this place a couple years ago and was not impressed.,yelp,negative
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",yelp,negative
"Sorry, I will not be getting food from here anytime soon :(",yelp,negative
An absolute must visit!,yelp,positive
The cow tongue and cheek tacos are amazing.,yelp,positive
My friend did not like his Bloody Mary.,yelp,negative
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",yelp,negative
They really want to make your experience a good one.,yelp,positive
I will not return.,yelp,negative
I had the chicken Pho and it tasted very bland.,yelp,negative
Very disappointing!!!,yelp,negative
The grilled chicken was so tender and yellow from the saffron seasoning.,yelp,positive
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",yelp,negative
Pretty awesome place.,yelp,positive
Ambience is perfect.,yelp,positive
Best of luck to the rude and non-customer service focused new management.,yelp,negative
Any grandmother can make a roasted chicken better than this one.,yelp,negative
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,yelp,negative
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",yelp,positive
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,yelp,positive
The roast beef sandwich tasted really good!,yelp,positive
"Same evening, him and I are both drastically sick.",yelp,negative
High-quality chicken on the chicken Caesar salad.,yelp,positive
Ordered burger rare came in we'll done.,yelp,negative
We were promptly greeted and seated.,yelp,positive
Tried to go here for lunch and it was a madhouse.,yelp,negative
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",yelp,positive
"After waiting an hour and being seated, I was not in the greatest of moods.",yelp,negative
This is a good joint.,yelp,positive
The Macarons here are insanely good.,yelp,positive
I'm not eating here!,yelp,negative
"Our waiter was very attentive, friendly, and informative.",yelp,positive
Maybe if they weren't cold they would have been somewhat edible.,yelp,negative
This place has a lot of promise but fails to deliver.,yelp,negative
Very bad Experience!,yelp,negative
What a mistake.,yelp,negative
Food was average at best.,yelp,negative
Great food.,yelp,positive
We won't be going back anytime soon!,yelp,negative
Very Very Disappointed ordered the $35 Big Bay Plater.,yelp,negative
Great place to relax and have an awesome burger and beer.,yelp,positive
It is PERFECT for a sit-down family meal or get together with a few friends.,yelp,positive
"Not much flavor to them, and very poorly constructed.",yelp,negative
The patio seating was very comfortable.,yelp,positive
The fried rice was dry as well.,yelp,negative
Hands down my favorite Italian restaurant!,yelp,positive
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",yelp,positive
It was just not a fun experience.,yelp,positive
The atmosphere was great with a lovely duo of violinists playing songs we requested.,yelp,positive
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",yelp,positive
"Very convenient, since we were staying at the MGM!",yelp,positive
The owners are super friendly and the staff is courteous.,yelp,positive
Both great!,yelp,positive
Eclectic selection.,yelp,positive
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,yelp,positive
The staff was very attentive.,yelp,positive
And the chef was generous with his time (even came around twice so we can take pictures with him).,yelp,positive
"The owner used to work at Nobu, so this place is really similar for half the price.",yelp,positive
Google mediocre and I imagine Smashburger will pop up.,yelp,negative
dont go here.,yelp,negative
I promise they won't disappoint.,yelp,positive
As a sushi lover avoid this place by all means.,yelp,negative
What a great double cheeseburger!,yelp,positive
Awesome service and food.,yelp,positive
A fantastic neighborhood gem !!!,yelp,positive
I can't wait to go back.,yelp,positive
The plantains were the worst I've ever tasted.,yelp,negative
It's a great place and I highly recommend it.,yelp,positive
Service was slow and not attentive.,yelp,negative
"I gave it 5 stars then, and I'm giving it 5 stars now.",yelp,positive
Your staff spends more time talking to themselves than me.,yelp,negative
Dessert: Panna Cotta was amazing.,yelp,positive
"Very good food, great atmosphere.1",yelp,positive
Damn good steak.,yelp,positive
Total brunch fail.,yelp,negative
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",yelp,positive
"The decor is nice, and the piano music soundtrack is pleasant.",yelp,positive
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,yelp,positive
"Good food , good service .",yelp,positive
It was absolutely amazing.,yelp,positive
"I probably won't be back, to be honest.",yelp,negative
will definitely be back!,yelp,positive
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,yelp,positive
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",yelp,positive
Went for lunch - service was slow.,yelp,negative
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",yelp,negative
I was mortified.,yelp,negative
"Needless to say, we will never be back here again.",yelp,negative
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",yelp,negative
"The chips that came out were dripping with grease, and mostly not edible.",yelp,negative
I wasn't really impressed with Strip Steak.,yelp,negative
Have been going since 2007 and every meal has been awesome!!,yelp,positive
Our server was very nice and attentive as were the other serving staff.,yelp,positive
The cashier was friendly and even brought the food out to me.,yelp,positive
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,yelp,negative
The atmosphere here is fun.,yelp,positive
Would not recommend to others.,yelp,negative
"Service is quick and even ""to go"" orders are just like we like it!",yelp,positive
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",yelp,negative
"That said, our mouths and bellies were still quite pleased.",yelp,positive
Not my thing.,yelp,negative
2 Thumbs Up!!,yelp,positive
If you are reading this please don't go there.,yelp,negative
"I loved the grilled pizza, reminded me of legit Italian pizza.",yelp,positive
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,yelp,positive
They have a really nice atmosphere.,yelp,positive
Tonight I had the Elk Filet special...and it sucked.,yelp,negative
"After one bite, I was hooked.",yelp,positive
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,yelp,negative
"Cute, quaint, simple, honest.",yelp,positive
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,yelp,positive
"The food was great as always, compliments to the chef.",yelp,positive
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,yelp,positive
Awesome selection of beer.,yelp,positive
Great food and awesome service!,yelp,positive
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",yelp,positive
A FLY was in my apple juice.. A FLY!!!!!!!!,yelp,negative
The Han Nan Chicken was also very tasty.,yelp,positive
"As for the service, I thought it was good.",yelp,positive
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",yelp,negative
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,yelp,negative
Nicest Chinese restaurant I've been in a while.,yelp,positive
"Overall, I like there food and the service.",yelp,positive
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,yelp,positive
"Probably never coming back, and wouldn't recommend it.",yelp,negative
"Friend's pasta -- also bad, he barely touched it.",yelp,negative
"Try them in the airport to experience some tasty food and speedy, friendly service.",yelp,positive
I love the decor with the Chinese calligraphy wall paper.,yelp,positive
Never had anything to complain about here.,yelp,positive
The restaurant is very clean and has a family restaurant feel to it.,yelp,positive
It was way over fried.,yelp,negative
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,yelp,negative
"When I opened the sandwich, I was impressed, but not in a good way.",yelp,negative
Will not be back!,yelp,negative
There was a warm feeling with the service and I felt like their guest for a special treat.,yelp,positive
An extensive menu provides lots of options for breakfast.,yelp,positive
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",yelp,positive
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",yelp,negative
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,yelp,positive
"I got to enjoy the seafood salad, with a fabulous vinegrette.",yelp,positive
"The wontons were thin, not thick and chewy, almost melt in your mouth.",yelp,positive
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",yelp,positive
We were sat right on time and our server from the get go was FANTASTIC!,yelp,positive
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",yelp,negative
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",yelp,positive
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,yelp,negative
This is a GREAT place to eat!,yelp,positive
The jalapeno bacon is soooo good.,yelp,positive
The service was poor and thats being nice.,yelp,negative
"Food was good, service was good, Prices were good.",yelp,positive
The place was not clean and the food oh so stale!,yelp,negative
"The chicken dishes are OK, the beef is like shoe leather.",yelp,negative
But the service was beyond bad.,yelp,negative
"I'm so happy to be here!!!""",yelp,positive
Tasted like dirt.,yelp,negative
One of the few places in Phoenix that I would definately go back to again .,yelp,positive
The block was amazing.,yelp,positive
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",yelp,positive
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,yelp,positive
My sashimi was poor quality being soggy and tasteless.,yelp,negative
Great time - family dinner on a Sunday night.,yelp,positive
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",yelp,negative
"What did bother me, was the slow service.",yelp,negative
The flair bartenders are absolutely amazing!,yelp,positive
Their frozen margaritas are WAY too sugary for my taste.,yelp,negative
These were so good we ordered them twice.,yelp,positive
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,yelp,negative
My girlfriend's veal was very bad.,yelp,negative
"Unfortunately, it was not good.",yelp,negative
I had a pretty satifying experience.,yelp,positive
Join the club and get awesome offers via email.,yelp,positive
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",yelp,positive
Bland and flavorless is a good way of describing the barely tepid meat.,yelp,negative
"The chains, which I'm no fan of, beat this place easily.",yelp,negative
The nachos are a MUST HAVE!,yelp,positive
We will not be coming back.,yelp,negative
"I don't have very many words to say about this place, but it does everything pretty well.",yelp,positive
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",yelp,positive
"Great atmosphere, friendly and fast service.",yelp,positive
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,yelp,positive
Once your food arrives it's meh.,yelp,negative
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,yelp,negative
The classic Maine Lobster Roll was fantastic.,yelp,positive
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",yelp,negative
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,yelp,positive
"The chips and salsa were really good, the salsa was very fresh.",yelp,positive
This place is great!!!!!!!!!!!!!!,yelp,positive
Mediocre food.,yelp,negative
Once you get inside you'll be impressed with the place.,yelp,positive
I'm super pissd.,yelp,negative
And service was super friendly.,yelp,positive
Why are these sad little vegetables so overcooked?,yelp,negative
This place was such a nice surprise!,yelp,positive
They were golden-crispy and delicious.,yelp,positive
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",yelp,negative
I could eat their bruschetta all day it is devine.,yelp,positive
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,yelp,negative
"Lastly, the mozzarella sticks, they were the best thing we ordered.",yelp,positive
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",yelp,positive
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,yelp,negative
The service was terrible though.,yelp,negative
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",yelp,negative
It was packed!!,yelp,negative
I love this place.,yelp,positive
I can say that the desserts were yummy.,yelp,positive
The food was terrible.,yelp,negative
The seasonal fruit was fresh white peach puree.,yelp,positive
It kept getting worse and worse so now I'm officially done.,yelp,negative
This place should honestly be blown up.,yelp,negative
But I definitely would not eat here again.,yelp,negative
Do not waste your money here!,yelp,negative
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,yelp,positive
The crêpe was delicate and thin and moist.,yelp,positive
Awful service.,yelp,negative
Won't ever go here again.,yelp,negative
Food quality has been horrible.,yelp,negative
For that price I can think of a few place I would have much rather gone.,yelp,negative
The service here is fair at best.,yelp,negative
